Nome do alimento,Calorias,Carboidratos,Lipidos,Fibra,Proteina
"Sumo de maçã, 100%",43,"0,1","9,9","0,2","0,1"
"Sumo de pêssego, 100%",50,"0,1","11,5","0,3","0,2"
Néctar de alperce,56,"0,1","12,9","0,4","0,2"
Néctar de ananás,46,"0,1","10,5","0,2","0,2"
Néctar de laranja,43,"0,1","9,6","0,4","0,2"
Néctar de maçã,48,"0,1","11,3","0,5","0,1"
Néctar de pêra,48,"0,1","11,0","0,6","0,2"
Néctar de pêssego,51,"0,1","11,7","0,5","0,2"
"Néctar de ""tutti - frutti""",46,"0,1","10,8","0,2","0,1"
"Néctar de maçã, ""light""",22,"0,2","4,6","0,1","0,1"
"Néctar de pêssego, ""light""",18,"0,1","3,5",0,"0,1"
"Bebida refrigerante, cola",36,0,"9,0",0,0
"Bebida refrigerante, cola light",0,0,0,0,0
Bebida refrigerante gasosa,28,0,"7,0",0,0
Bebida refrigerante de laranja,42,0,"10,5",0,0
"Café, infusão - bica (3 marcas)",4,"0,1","0,3",0,"0,4"
"Café, infusão - carioca (2 marcas)",2,0,"0,3",0,"0,2"
"Café, infusão - café de cafeteira (3 marcas)",2,0,"0,3",0,"0,2"
"Café, infusão - valor médio (bica 60% e café de cafeteira 40%)",3,"0,1","0,3",0,"0,3"
Café solúvel (pó) com cafeína (2 marcas),233,"0,5","41,1","2,0","14,9"
Café solúvel (pó) com cafeína (produto branco),237,"0,5","41,1","2,0","16,1"
Café solúvel (pó) descafeinado (2 marcas),235,"0,2","42,6","2,0","14,7"
Café solúvel (pó) descafeinado (produto branco),239,"0,2","42,6","2,0","15,6"
Sucedâneo de café (pó) (2 marcas),375,"3,4","81,0",0,"5,0"
Sucedâneo de café (pó) com 20% de café,359,"2,8","77,0",0,"6,5"
Fermento fresco de padeiro,78,"0,9","1,0","7,3","12,9"
Fermento seco de padeiro,228,"2,5","3,2","19,7","38,3"
Fermento em pó,156,0,"34,4",0,"4,7"
Sopa de abóbora,33,"1,5","4,0","0,5","0,6"
Sopa de agrião,37,"1,6","4,2","0,9","1,0"
"Sopa, caldo verde",43,"1,7","5,3","0,8","1,3"
"Sopa, canja de galinha",40,"0,9","5,8","0,2","2,0"
Sopa de cebola,40,"1,5","5,4","0,6","0,8"
Sopa de couve branca,40,"1,5","5,4","1,0","0,8"
Sopa de couve lombarda,41,"1,5","5,3","1,1","0,9"
Sopa de cozido,36,"1,4","2,9","0,7","2,6"
"Sopa, creme de cenoura",34,"1,4","4,4","0,8","0,6"
Sopa de ervilhas,48,"1,5","6,4","1,3","1,6"
Sopa de espinafres,39,"1,6","4,8","0,8","1,0"
Sopa de favas,49,"1,5","6,4","1,5","1,8"
Sopa de feijão verde,42,"1,5","5,8","1,0","0,9"
Sopa de grão com espinafres ,60,"2,1","7,0","1,8","2,4"
Sopa juliana,31,"0,9","4,3","1,0","0,9"
Sopa à lavrador,51,"1,5","7,6","1,1","1,2"
Sopa de nabiças (ou de grelos de nabo),40,"1,2","5,8","1,1","1,0"
"Sopa, puré de feijão",43,"1,6","4,5","1,9","1,6"
"Sopa, puré de vegetais",42,"1,5","5,5","1,0","1,0"
Sopa de peixe com massa,46,"1,1","5,8","0,7","2,8"
Abrótea crua,70,"0,1",0,0,"17,2"
Abrótea cozida,79,"0,1",0,0,"19,4"
Bacalhau fresco cru,76,"0,5",0,0,"17,8"
Bacalhau fresco cozido,84,"0,8",0,0,"19,1"
"Bacalhau seco e salgado, demolhado cru",80,"0,4",0,0,"19,0"
Bacalhau cozido,106,"0,1",0,0,"26,2"
Bacalhau grelhado,123,"0,2",0,0,"30,2"
Bacalhau assado no forno com azeite,136,"4,9","0,8","0,3","20,8"
Filetes de bacalhau fritos,194,"10,7","5,1","0,2","19,2"
Bacalhau à Brás,164,"10,1","8,3","0,8","9,5"
Bacalhau à Gomes de Sá,139,"6,3","13,1","1,4","6,7"
Atum fresco cru,141,"4,9",0,0,"24,1"
Atum fresco grelhado,166,"5,8",0,0,"28,4"
Bife de atum fresco cozinhado com azeite e com vinho,196,"10,1","0,2",0,"23,1"
Atum conserva em óleo,214,"13,0",0,0,"24,3"
Cação cru,82,"0,2",0,0,"20,0"
Cação frito,170,"7,0","2,7","0,1","24,0"
Carapau cru,105,"2,9",0,0,"19,7"
Carapau grelhado,139,"3,7",0,0,"26,3"
Carapau frito,186,"9,6","1,0",0,"24,0"
Cavala crua,202,"13,4",0,0,"20,3"
Cavala cozida,192,"12,2",0,0,"20,5"
"Cavala em filetes, conserva em azeite",182,"9,6",0,0,"24,0"
Chicharro cru,105,"2,9",0,0,"19,7"
Chicharro cozido,111,"3,0",0,0,"21,1"
Chicharro grelhado,139,"3,7",0,0,"26,3"
Corvina crua,94,"1,4",0,0,"20,4"
Corvina cozida,95,"1,4",0,0,"20,7"
Dourada crua,167,"9,8",0,0,"19,7"
Dourada cozida,196,"12,5",0,0,"20,8"
Dourada grelhada,178,"9,9",0,0,"22,3"
Enguia crua,303,"27,7",0,0,"13,4"
Enguia frita,267,"21,6","3,2","0,1","14,8"
Caldeirada de enguias,171,"11,9","8,2","1,1","6,6"
Espadarte cru,97,"2,9",0,0,"17,8"
Espadarte grelhado,116,"3,4",0,0,"21,3"
Bife de espadarte cozinhado com azeite e com vinho,152,"8,1","0,4",0,"17,1"
Goraz cru,100,"2,7",0,0,"18,8"
Goraz cozido,108,"3,5",0,0,"19,2"
Goraz grelhado,118,"3,2",0,0,"22,4"
"Goraz assado com cebola, tomate, azeite e óleo alimentar",117,"5,1","1,5","0,5","14,8"
Imperador cru,80,"0,4",0,0,"19,0"
Imperador cozido,84,"0,5",0,0,"19,9"
Imperador grelhado,97,"0,5",0,0,"23,0"
"Imperador assado com cebola, tomate, azeite e óleo alimentar",94,"3,1","1,4","0,5","13,7"
Linguado cru,82,"0,2",0,0,"20,1"
Linguado grelhado,94,"0,2",0,0,"23,1"
Linguado frito,164,"6,2","2,7","0,1","24,3"
Maruca crua,70,"0,1",0,0,"17,2"
Maruca cozida,73,"0,1",0,0,"17,9"
Pargo legítimo cru,79,"0,2",0,0,"19,4"
Pargo legítimo cozido,82,"0,3",0,0,"19,8"
"Pargo legítimo assado com cebola, tomate e azeite",136,"6,7","1,4","0,5","15,9"
Pargo mulato cru,80,"0,7",0,0,"18,5"
Pargo mulato cozido,85,"1,0",0,0,"19,0"
"Pargo mulato assado com cebola, tomate e azeite",137,"7,1","1,4","0,5","15,2"
Peixe-espada-branco cru,117,"4,0",0,0,"20,3"
Peixe-espada-branco grelhado,123,"4,7",0,0,"20,2"
Peixe-espada-branco frito,159,"6,3","2,9","0,1","22,7"
Peixe-espada-preto cru,88,"2,8",0,0,"15,7"
Peixe-espada-preto grelhado,111,"3,2",0,0,"20,5"
Peixe-espada-preto frito,259,"16,6","3,2","0,1","24,2"
Pescada da África do Sul crua,81,"1,3",0,0,"17,2"
Pescada da África do Sul cozida,110,"3,8",0,0,"18,9"
Pescada da África do Sul frita,175,"8,4","1,7",0,"23,2"
Pescada do Chile crua,86,"1,5",0,0,"18,0"
Pescada do Chile cozida,108,"3,3",0,0,"19,5"
Pescada do Chile frita,171,"8,8","2,6",0,"20,3"
Pescada europeia crua,75,"0,8",0,0,"17,0"
Pescada europeia cozida,114,"3,7",0,0,"20,1"
Raia crua,58,"0,2",0,0,"14,1"
Robalo cru,145,"7,9",0,0,"18,5"
Robalo cozido,182,"10,9",0,0,"21,0"
Robalo grelhado,209,"13,0",0,0,"23,0"
"Robalo assado com cebola, azeite, banha e manteiga",192,"11,8","0,6","0,1","20,4"
Safio cru,109,"4,2",0,0,"17,7"
Salmão cru,262,"21,9",0,0,"16,2"
Salmão cozido,273,"21,1",0,0,"20,7"
Salmão grelhado,309,"23,7",0,0,"23,8"
Sarda crua,181,"11,7",0,0,"19,0"
Sarda cozida,174,"10,6",0,0,"19,7"
Sarda grelhada,191,"11,2",0,0,"22,5"
Sardinha gorda crua,221,"16,4",0,0,"18,4"
Sardinha gorda grelhada,211,"12,3",0,0,"25,0"
Sardinha gorda frita,247,"15,6","3,5","0,1","23,0"
Sardinha meio gorda crua,158,"9,1",0,0,"18,9"
Sardinha meio gorda grelhada,168,"7,2",0,0,"25,9"
Sardinha meio gorda frita,174,"10,2","0,5",0,"20,0"
Sardinha meio gorda conserva em azeite,204,"12,0",0,0,"24,0"
Sardinha meio gorda conserva em azeite (escorrido),186,"9,0",0,0,"26,3"
"Sardinha meio gorda conserva em água, sem espinha e sem pele",174,"9,6",0,0,"22,0"
Solha crua,90,"1,6",0,0,"19,0"
Solha grelhada,104,"1,8",0,0,"21,9"
Tamboril cru,73,"0,2",0,0,"17,9"
Tamboril grelhado,88,"0,3",0,0,"21,4"
"Caldeirada de safio, raia e tamboril",98,"2,9","9,8","1,3","7,0"
Cherne cru,132,"6,7",0,0,"17,9"
Cherne cozido,124,"5,4",0,0,"18,9"
Cherne grelhado,153,"6,3",0,0,"24,1"
Garoupa crua,95,"1,4",0,0,"20,5"
Garoupa cozida,101,"2,0",0,0,"20,8"
Garoupa grelhada,121,"1,9",0,0,"25,9"
Cantarilho (Redfish) cru,101,"2,9",0,0,"18,6"
Cantarilho (Redfish) cozido,99,"2,4",0,0,"19,3"
"Cantarilho (Redfish) assado com cebola, tomate, azeite e bacon",142,"8,6","1,2","0,4","13,6"
Truta arco-íris crua,92,"2,3",0,0,"17,8"
Truta arco-íris grelhada,119,"3,7",0,0,"21,3"
Amêijoa crua,65,"0,9","2,6",0,"11,7"
Amêijoa aberta ao natural sem sal,131,"1,8","5,2",0,"23,4"
Mexilhão cru,70,"1,5","2,0",0,"12,1"
Mexilhão cozido sem sal,97,"2,1","2,8",0,"16,8"
"Ostra, crua",65,"1,7","3,9",0,"8,6"
Choco cru,79,"0,4",0,0,"18,9"
Choco grelhado,109,"0,6",0,0,"25,8"
Lula crua,71,"0,9",0,0,"15,8"
Lula grelhada,144,"1,6",0,0,"32,5"
"Lula estufada com cebola, tomate e azeite",135,"6,3","2,9","1,2","16,1"
Polvo cru,73,"1,2",0,0,"15,6"
Polvo cozido sem sal,103,"1,3",0,0,"22,7"
Berbigão cru,59,"0,7","2,7",0,"10,5"
Berbigão aberto ao natural sem sal,118,"1,4","5,4",0,"21,0"
Lagosta cozida,90,"0,8","0,2",0,"20,6"
Lagostim cru,89,"0,5","0,2",0,"20,9"
Lagostim cozido,90,"0,5","0,2",0,"21,2"
Arroz de polvo com azeite,127,"4,6","10,9","0,4","10,2"
"Maionese caseira, com ovo e azeite",657,"71,2",0,0,"4,0"
"Maionese caseira, com ovo e óleo de soja",644,"69,8",0,0,"3,9"
"Molho ""Béchamel"" com manteiga",130,"8,4","9,6","0,2","4,0"
"Molho ""Béchamel"" com margarina",140,"9,5","9,9","0,2","3,6"
Molho branco com caldo de carne de vaca,115,"9,2","6,8","0,3","1,1"
Molho branco com margarina,244,"16,8","18,5","0,8","4,4"
Molho de tomate,107,"8,8","4,9","2,0","1,1"
Molho verde,246,"25,6","2,3","1,6","0,7"
Molho de bife frito com manteiga,379,"41,0","0,4",0,"2,0"
Molho de lombo de vaca frito com margarina,372,"40,3","0,2",0,"2,2"
Molho de lombo de vaca frito com creme vegetal sem sal,350,"37,8","0,2",0,"2,2"
Molho de lombo de porco frito com banha,551,"60,2",0,0,"2,2"
Molho de lombo de porco frito com banha e margarina,498,"54,3","0,1",0,"2,3"
Molho de lombo de porco frito com margarina,447,"48,5","0,2",0,"2,3"
Molho de carne de vaca assada com azeite e margarina,586,"64,0","0,3","0,1","2,1"
Molho de carne de vaca assada com margarina,513,"56,0","0,4","0,1","1,9"
Molho de carne de vaca estufada com azeite e margarina,260,"27,9","0,4","0,1","1,7"
"Molho de carne de vaca estufada com vegetais, azeite e margarina",267,"28,5","1,3","0,2","1,3"
"Farinha láctea tipo ""Cerelac"" (com farinha de trigo)",416,"9,0","68,0","1,6","15,0"
"Farinha láctea 5 frutos tipo ""Cerelac"" (com farinha de trigo)",408,"9,0","65,0","3,6","15,0"
"Farinha láctea maçãs tipo ""Cerelac"" (com farinha de trigo)",412,"9,0","66,0","3,7","15,0"
"Flocos de trigo com figos tipo ""Nestum""",370,"1,5","76,3","7,7","9,0"
"Flocos de trigo com mel tipo ""Nestum""",385,"1,0","84,6","2,4","8,2"
Açorda de ovo,108,"4,0","14,0","0,9","3,6"
Feijoada com carne de porco,187,"7,2","13,3","6,8","13,6"
Feijoada com carne de porco e de vaca,191,"7,5","13,3","6,8","13,7"
Rissol de camarão,211,"8,6","26,6","1,4","6,1"
Pastel de bacalhau,227,"13,4","12,3","1,2","13,8"
Pizza de queijo e tomate,271,"10,1","33,2","2,3","10,5"
"Pizza de queijo, tomate e fiambre",281,"12,5","29,2","2,0","11,7"
Massa quebrada para quiche,498,"29,2","52,4","2,0","5,5"
Quiche lorraine,374,"24,5","23,5","0,8","14,4"
Arroz de frango,205,"7,6","25,2","1,0","8,4"
Aipo cru,15,"0,1","1,5","2,0","1,1"
"Molho de tomate, ""ketchup""",119,"0,3","26,9","1,1","1,7"
Pimenta moída,273,"2,7","38,3","26,5","10,7"
"Chá, infusão, preto",0,0,0,0,"0,1"
"Chá, infusão, verde",0,0,0,0,"0,1"
"Tisana, infusão de ervas",1,0,"0,2",0,0
Pescada europeia frita,164,"7,9","1,4",0,"21,7"
Pescada crua (valor médio),83,"1,4",0,0,"17,6"
Pescada cozida (valor médio),109,"3,6",0,0,"19,2"
Pescada frita (valor médio),173,"8,6","2,1",0,"21,7"
Camarão cru,77,"0,6","0,3",0,"17,6"
Camarão cozido sem sal,92,"1,1","0,3",0,"20,2"
Camarão cozido,99,"0,8","0,4",0,"22,6"
Sal,0,0,0,0,0
Açorda,104,"4,0","13,1","1,0","3,3"
Açorda à alentejana,95,"3,3","12,3","0,9","3,5"
Açorda de bacalhau,73,"3,6","5,7","0,5","4,1"
Açorda de marisco,51,"1,2","5,4","0,4","4,5"
Empadão de carne guisada,167,"9,3","10,9","0,9","9,4"
Empadão de carne com margarina,134,"6,3","10,7","1,1","6,6"
Empadão de carne com manteiga,134,"6,3","10,7","1,1","6,6"
Cozido à portuguesa,120,"7,0","6,2","2,5","6,8"
Cozido à portuguesa com grão,259,"13,5","20,5","4,1","11,7"
Feijoada com enchidos e ovos,240,"15,1","14,1","5,8","9,0"
Sopa de carne,60,"0,9","7,3","3,4","4,0"
"Rancho com carne de galinha, porco e vaca",84,"3,9","6,5","1,3","5,1"
Rancho com carne de porco,107,"6,2","6,8","1,5","4,8"
Carne à bolonhesa,238,"14,0","15,6","1,5","11,5"
Carne à jardineira,140,"8,1","5,6","3,1","9,7"
Carne de porco à alentejana sem massa de pimentão,183,"11,8","2,2","0,1","16,0"
Carne de porco à alentejana,229,"16,9","1,8","0,3","14,6"
Rojões de carne magra,140,"5,6","8,7","0,8","11,1"
Rojões de carne gorda,244,"19,0","0,8","0,3","14,9"
"Hambúrguer vaca, frito ",207,"13,8","1,2","0,8","19,1"
"Hambúrguer de peru, frito",56,"0,7","3,0","1,4","8,8"
Almôndegas saloias,234,"8,9","29,2","2,2","8,0"
Almôndegas de carne de vaca,252,"17,4","6,4","0,7","17,0"
Meia-desfeita de bacalhau,156,"4,2","14,8","4,2","12,7"
Bacalhau com natas,98,"2,6","9,2","1,0","9,0"
"Bacalhau com natas, com queijo ralado",167,"12,6","7,6","0,9","5,3"
Arroz de marisco,72,"1,4","8,2","0,4","6,5"
Arroz de gambas,94,"3,4","8,8","0,5","6,9"
Salada de bacalhau com grão,115,"4,9","7,6","2,8","8,7"
Salada de atum,104,"4,3","8,4","1,3","6,9"
Bacalhau à Brás com azeite,195,"14,7","6,5","0,8","8,7"
Bacalhau à Brás com azeite e azeitonas,93,"3,6","6,5","1,1","8,0"
"Bacalhau à Gomes de Sá, com azeite",160,"10,4","7,4","1,1","8,6"
Caldeirada de enguias à moda de Aveiro,245,"21,4","5,3","0,7","7,4"
Caldeirada de bacalhau com enchidos e massa,146,"8,5","9,7","1,5","7,0"
Caldeirada de bacalhau,67,"2,1","7,1","1,2","4,2"
Caldeirada de safio com amêijoas,80,"2,7","5,8","0,9","6,9"
Caldeirada de pargo e peixe-espada-preto,138,"9,8","4,4","0,8","7,2"
Caldeirada de peixe,84,"3,5","4,4","0,8","7,5"
Empadão de peixe,122,"4,5","11,0","1,1","8,7"
Empadão de bacalhau,118,"5,0","10,9","0,9","6,9"
Empadão de atum,234,"15,2","10,7","0,9","12,9"
Arroz de bacalhau,90,"1,6","15,3","0,9","3,1"
Arroz de bacalhau cpm margarina,91,"2,1","12,2","0,7","5,4"
Arroz de lulas,66,"2,1","6,7","0,4","4,8"
Arroz de peixe com ervilhas,110,"0,8","19,8","1,9","4,9"
Arroz de polvo com tomate ,128,"7,1","10,0","0,6","5,7"
Arroz de polvo com tomate e vinho,90,"3,6","6,9","0,4","6,5"
Arroz de tamboril malandrinho,67,"0,2","10,0","0,6","5,9"
Arroz de tamboril,87,"3,8","7,1","0,6","5,7"
Quiche de vegetais,302,"22,2","12,9","1,4","11,9"
Quiche de espinafres,275,"19,1","12,4","1,4","12,6"
Omelete,136,"9,5","0,2","0,6","12,0"
Francesinha,249,"17,7","6,5","0,4","13,3"
Croquete de carne de vaca meio-gorda,257,"11,9","19,1","5,8","15,1"
Peixinhos da horta,94,"1,4","14,9","2,9","4,0"
Arroz à valenciana,111,"5,3","7,7","0,8","7,6"
Arroz de cenoura,201,"2,3","41,0","1,1","3,5"
Arroz de tomate malandrinho,132,"6,0","16,8","1,2","1,9"
Arroz de ervilhas,85,"0,2","18,0","1,0","2,3"
Arroz de feijão,139,"4,4","20,8","1,9","3,1"
Arroz de cabidela,105,"1,9","12,2","0,5","9,4"
Arroz de frango malandrinho à moda de Monção,132,"5,8","9,3","0,4","10,5"
Arroz de frango com feijão e chouriço,116,"3,4","8,8","1,4","10,9"
Arroz de pato,115,"4,2","8,4","0,3","10,8"
Sopa de tomate,31,"0,8","4,4","0,7","1,1"
Sopa de feijão manteiga com couve lombarda,43,"1,8","3,5","2,4","2,1"
Sopa de feijão branco com couve portuguesa,47,"1,3","4,9","2,7","2,5"
Creme de ervilhas,43,"1,9","3,0","1,5","2,6"
Sopa de feijão,51,"2,1","4,1","2,8","2,5"
Sopa de grão à moda da avó,107,"2,3","15,1","3,3","4,7"
Sopa de grão com espinafres sem arroz,55,"2,3","5,1","1,9","2,6"
Sopa de grão com espinafres e coentros,45,"1,3","5,3","1,7","2,1"
Sopa de vegetais,11,"0,2","1,2","0,8","0,8"
Sopa de agrião com leite,33,"0,5","5,3","1,0","1,3"
Sopa de agrião com requeijão,28,"1,6","2,0","0,8","1,1"
Sopa de cenoura,29,"0,6","4,4","1,3","0,9"
Sopa de espinafres com ovos,93,"6,9","4,7","1,2","2,5"
Sopa de feijão verde sem cenoura,32,"1,5","3,5","0,7","0,7"
Sopa de feijão verde com nabo,36,"1,9","3,4","1,0","0,7"
Canja de galinha com aipo,56,"1,7","2,3","0,2","7,8"
Canja de frango com massa,61,"1,0","2,1","0,2","10,8"
Creme de camarão com natas,51,"2,9","1,9","0,4","3,5"
Creme de camarão,39,"1,4","1,7","0,3","3,6"
Sopa de peixe ,17,"0,6","1,3","0,4","1,3"
Sopa de feijão manteiga,46,"0,4","8,7","1,6","1,2"
Salada de alface e tomate,30,"1,4","2,6","1,3","1,1"
Ovo mexido com leite e margarina,213,"18,3","0,9","0,2","11,0"
Goraz no forno,110,"2,7","0,7","0,3","18,7"
Safio,88,"3,2","7,5","1,3","5,5"
Cavala grelhada,192,"12,2","0,6","0,7","18,5"
Cavala no forno,192,"14,3","2,3","1,0","12,9"
Sardinha frita,300,"19,4","8,7","0,3","22,5"
Sardinha grelhada,293,"21,7",0,0,"24,4"
Favada à portuguesa,130,"5,9","8,4","5,6","8,0"
Ervilhas estufadas,113,"5,1","9,6","3,9","5,1"
Espetada de vaca grelhada,213,"12,8","0,8","0,3","23,5"
Bife de vaca com ovo a cavalo com banha,227,"14,5","0,5","0,3","23,5"
Bife de vaca com ovo a cavalo com manteiga,199,"11,1","0,6","0,3","23,9"
Bife de vaca à Marrare com margarina,363,"32,8","0,8","0,1","16,0"
Bife de vaca à Marrare com manteiga,368,"33,3","0,9","0,1","16,0"
Bife de vaca à café,226,"16,5","1,6","0,5","16,9"
Lombo de vaca no forno,128,"6,8","2,5","1,1","11,9"
Picanha grelhada,194,"11,9",0,0,"21,7"
Bife de vitela frito,229,"16,4","0,4","0,7","19,0"
Costeleta de vitela frita,148,"5,3","3,4","0,5","19,7"
Espetada de porco grelhada,285,"24,8","1,3","1,0","13,6"
Bife de porco grelhado,203,"14,2","0,7","0,9","16,7"
Costeleta de porco grelhada,212,"14,4","0,8","0,8","18,1"
Perna de borrego no forno,168,"7,6","0,4","0,1","21,9"
Coelho à caçador,182,"12,7","1,6","0,7","12,3"
Coelho em vinha de alhos,174,"11,6","1,4","0,5","11,3"
Rissol de carne com margarina,236,"13,9","19,7","1,4","7,3"
Rissol de carne com manteiga,238,"14,1","19,8","1,4","7,3"
Lasanha à bolonhesa,183,"12,4","9,2","0,7","7,7"
Salada russa,116,"9,3","5,6","1,9","1,4"
Solha frita,147,"2,0","8,9","0,5","23,0"
Atum de cebolada,135,"9,0","2,6","1,0","9,0"
Cantarilho no forno,108,"4,9","5,7","1,1","8,7"
Peixe vermelho no forno,114,"2,7","1,1","0,5","17,3"
Amêijoas,89,"2,5","3,2","0,4","12,8"
Molho para francesinha,74,"2,6","4,8","0,2","1,1"
Massa de pimentão,44,"1,0","4,4","3,3","2,6"
"Fiambre, peito de peru",85,"1,9","2,6","1,2","13,8"
"Fiambre, peito de frango",82,"1,3","2,8","1,9","13,7"
"Fiambre, pá",107,"5,1",0,"2,3","14,0"
"Fiambre, perna",106,"4,1",0,"1,4","16,5"
Açafrão-da-índia seco,272,"7,0","44,1","22,7","6,7"
Açafrão,353,"5,9","61,5","3,9","11,4"
Alecrim fresco,115,"4,4","13,5","7,7","1,4"
"Alecrim, seco",377,"15,2","46,4","17,7","4,9"
"Anchova, conserva em óleo, escorrido",191,"10,0",0,0,"25,2"
Caril em pó,342,"13,8","25,2","33,2","12,7"
Cebolinho fresco,28,"0,6","1,7","2,1","2,8"
Cerefólio fresco,80,"1,0","12,0","3,3","4,0"
Chuchu,19,"0,1","2,8","1,7","0,8"
Colorau,358,"13,0","34,9","20,9","14,8"
Cravinho,431,"20,0","52,0","9,6","6,0"
Estragão fresco,55,"1,1","6,3","2,9","3,4"
Estragão seco,363,"7,2","42,8","18,1","22,8"
Feijão vermelho seco,276,"1,4","36,7","14,0","22,1"
Funcho fresco,32,"0,4","2,6","3,3","2,8"
Gengibre fresco,82,"0,8","15,8","2,0","1,8"
"Leite de coco, enlatado",185,"18,4","2,8",0,"2,0"
Manjericão seco,244,"4,1","10,0","37,7","23,0"
Manjerona seca,320,"7,0","42,5","18,1","12,7"
"Massa folhada, congelada",398,"27,5","31,8","1,4","5,0"
Condimento de mostarda,158,"6,4","18,5","1,7","5,7"
Noz-moscada,506,"36,3","28,5","20,8","5,8"
Orégão seco,346,"2,0","49,5","42,8","11,0"
Pão pita,218,"1,1","42,7","3,1","7,7"
Massa para pizza,289,"4,8","52,5","2,1","7,8"
Baço de porco,107,"3,8","0,4",0,"17,8"
Cabeça de porco,355,"32,9","0,3",0,"14,3"
Tripa de porco,180,"16,6",0,0,"7,6"
Orelha de porco,128,"2,5","0,3",0,"26,0"
Pé de porco,335,"20,4",0,0,"38,0"
Pulmões de porco ,101,"5,0","0,2",0,"13,9"
Sangue de porco ,72,"0,4","0,4",0,"16,6"
Queijo mozzarella,256,"19,5","1,3",0,"18,7"
Rúcula crua,29,"0,7","2,2","1,6","2,6"
Salsa seca,220,"7,0","14,5","29,7","15,8"
Tomilho fresco,52,"1,2","7,4","3,0","1,5"
Tomilho seco,321,"7,4","45,3","18,6","9,1"
Molho de vinagrete,648,"71,8","0,2",0,"0,2"
Queijo creme para barrar,263,"22,0","6,9",0,"9,3"
Fiambre de porco,106,"4,6",0,"1,9","15,3"
Fiambre de aves,84,"1,6","2,7","1,6","13,8"
Leite de vaca UHT magro de pastagem ,33,"0,1","4,9",0,"3,1"
Leite de vaca UHT meio gordo de pastagem ,46,"1,5","5,0",0,"3,0"
Maçã (média com e sem pele),62,"0,5","13,1","2,0","0,2"
"Uva (média, branca e tinta)",81,"0,5","18,0","0,9","0,3"
Requeijão,168,"12,0","4,6",0,"10,5"
Queijo cheddar,419,"34,9","0,1",0,"25,4"
Queijo gouda,380,"30,6",0,0,"25,3"
Queijo gruyere,415,"33,3","1,4",0,"27,2"
Queijo mascarpone,458,"47,0","0,3",0,"7,6"
Queijo flamengo,282,"18,7","0,2",0,"28,0"
Farinha de trigo (valor médio tipo 150 e tipo 55),349,"1,5","73,7","3,3","8,5"
Farinha de centeio,370,"1,2","77,3","9,4","7,8"
Tosta de trigo,377,"4,2","69,7","5,4","12,5"
Vaca meio gorda estufada,278,"20,2","1,2","0,4","21,4"
Vaca magra estufada,226,"14,2","1,2","0,4","21,8"
Vaca assada,280,"20,4",0,0,"24,2"
Peito de vitela magro estufado,208,"12,6","0,6","0,2","22,9"
Costeleta de porco meio gorda estufada,277,"20,5","0,7","0,2","21,1"
Lombo de porco assado,220,"11,3","0,2",0,"27,5"
Lombo de porco frito,182,"7,4",0,0,"28,8"
Coelho estufado,211,"10,2","0,9","0,3","26,6"
"Chouriço de carne de porco, cru",477,"44,1",0,0,"20,0"
Ovo (de galinha) estrelado,193,"15,4",0,0,"13,7"
Margarina,740,"82,0","0,4",0,"0,1"